"Intake24 food code","English description","Local description","Source locale","FCT","FCT record ID","Sub group code","Energy (kcal) (kcal)","Energy (kJ) (kJ)","Water (g)","Total nitrogen (g)","Nitrogen conversion factor (g)","Protein (g)","Carbohydrate (g)","Englyst fibre (g)","Alcohol (g)","Starch (g)","Total sugars (g)","Non-milk extrinsic sugars (g)","Intrinsic and milk sugars (g)","Glucose (g)","Fructose (g)","Sucrose (g)","Maltose (g)","Lactose (g)","Other sugars (UK) (g)","Fat (g)","Satd FA (g)","Cis-Mon FA (g)","Cis-n3 FA (g)","Cis-n6 FA (g)","Trans FA (g)","Cholesterol (g)","Retinol (g)","Total carotene (g)","Alpha-carotene (g)","Beta-carotene (g)","Beta cryptoxanthin (g)","Vitamin A (g)","Vitamin D (g)","Thiamin (g)","Riboflavin (g)","Niacin (g)","Tryptophan/60 (g)","Niacin equivalent (g)","Vitamin C (g)","Vitamin E (g)","Vitamin B6 (g)","Vitamin B12 (g)","Folate (g)","Pantothenic acid (g)","Biotin (g)","Sodium (g)","Potassium (g)","Calcium (g)","Magnesium (g)","Phosphorus (g)","Iron (g)","Haem iron (g)","Non-haem iron (g)","Copper (g)","Zinc (g)","Chloride (g)","Iodine (g)","Manganese (g)","Selenium (g)","AOAC (g)","FS Table sugar (g)","FS Other Added Sugar (g)","FS Honey (g)","FS Fruit Juice (g)","FS Dried Fruit (g)","FS Fruit Puree (g)","FS Stewed Fruit (g)","FS Vegetable Puree (g)","Total FS (g)","Fruit (g)","Dried fruit (g)","Fruit juice (g)","Smoothie fruit (g)","Tomatoes (g)","Tomato puree (g)","Brassicaceae (g)","Yellow Red Green (g)","Beans (g)","Nuts (g)","Other Vegetables (g)","Beef (g)","Lamb (g)","Pork (g)","Processed Red Meat (g)","Other Red Meat (g)","Burgers (g)","Sausages (g)","Offal (g)","Poultry (g)","Processed Poultry (g)","Game Birds (g)","White Fish (g)","Oily Fish (g)","Canned Tuna (g)","Shellfish (g)","Cottage Cheese (g)","Cheddar Cheese (g)","Other Cheese (g)"
"19DACHHI","Dark chocolate, high cocoa 70/85% (e.g. Green & Blacks)","Dark chocolate, high cocoa 70/85% (e.g. Green & Blacks)","UK_V2_2022","UK_NDB_1","11402","44R","575.0","2382.0","1.3","1.6","6.25","9.9","22.0","9.8","0.0","7.6","14.4","14.4","0.0","0.2","0.2","13.9","0.0","0.0","0.0","50.3","29.0","20.67","0.01","0.27","0.0","0.0","3.0","15.0","0.0","15.0","0.0","6.0","0.0","0.06","0.24","0.6","0.0","0.6","4.7","0.4","0.1","0.0","14.0","0.2","1.0","18.0","849.0","73.0","278.0","408.0","7.2","0.0","7.2","0.05","0.0","0.0","0.0","0.0","0.0","13.0","14.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DAFRNO","Dates, fresh (not dried)","Dates, fresh (not dried)","UK_V2_2022","UK_NDB_1","8502","40R","124.0","530.0","60.7","0.2","6.25","1.5","31.3","1.8","0.0","0.0","31.3","0.0","31.3","16.2","15.1","0.0","0.0","0.0","0.0","0.1","0.03","0.01","0.02","0.01","0.0","0.0","0.0","18.0","0.0","18.0","0.0","3.0","0.0","0.06","0.07","0.7","0.7","1.4","14.0","0.3","0.1","0.0","25.0","0.2","3.0","7.0","410.0","24.0","24.0","28.0","0.3","0.0","0.3","0.12","0.2","210.0","8.0","0.2","1.0","2.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DALUIN","Dairylea Lunchables (includes cheese, meat and crackers)","Dairylea Lunchables (includes cheese, meat and crackers)","UK_V2_2022","UK_NDB_1","11350","14R","301.0","1263.0","45.0","2.7","6.25","16.7","28.1","0.9","0.0","25.3","2.8","1.3","1.5","0.1","0.0","1.5","0.0","1.2","0.0","14.3","7.4","5.12","0.11","1.37","0.06","36.0","25.0","18.0","0.0","18.0","0.0","28.0","1.1","0.28","0.2","4.8","3.0","7.8","0.0","3.6","0.3","0.5","8.0","0.7","2.0","680.0","255.0","276.0","26.0","316.0","1.0","0.1","0.9","0.09","1.2","1037.0","8.0","0.26","7.0","1.2","1.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","0.0","0.0","0.0","0.0","20.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.6"
"19DASQCR","Dairy squirty/spray cream, light/reduced fat (e.g. anchor)","Dairy squirty/spray cream, light/reduced fat (e.g. anchor)","UK_V2_2022","UK_NDB_1","6986","13B","195.0","809.0","71.9","0.4","6.38","2.8","7.6","0.0","0.0","0.0","7.6","4.0","3.6","0.0","0.0","3.8","0.0","3.6","0.2","17.3","11.25","3.92","0.12","0.31","0.58","35.0","147.0","39.0","0.0","39.0","0.0","154.0","0.0","0.03","0.17","0.1","0.7","0.8","0.0","0.5","0.0","0.2","3.0","0.3","2.0","35.0","110.0","87.0","9.0","77.0","0.0","0.0","0.0","0.0","0.3","86.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DBAL","Dough balls","Dough balls","UK_V2_2022","UK_NDB_1","8574","1C","304.0","1291.0","30.1","1.7","5.5","9.3","61.3","1.4","0.0","58.3","3.0","1.7","1.3","0.3","0.3","0.0","2.4","0.0","0.0","4.1","0.7","1.79","0.29","1.23","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.41","0.03","1.7","1.1","2.8","0.0","1.4","0.0","0.0","8.0","0.6","9.0","461.0","124.0","86.0","18.0","85.0","1.6","0.0","1.6","0.09","0.7","758.0","7.0","0.5","1.0","1.9","2.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DECO","Decaf coffee, instant","Decaf coffee, instant","UK_V2_2022","UK_NDB_1","8313","51A","2.0","8.0","98.8","0.0","6.25","0.2","0.3","0.0","0.0","0.0","0.3","0.0","0.3","0.0","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.7","0.0","0.7","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","92.0","3.0","8.0","7.0","0.1","0.0","0.1","0.01","0.0","3.0","1.0","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DEFBCN","Bacon, type and cooking method unknown","Bacon, type and cooking method unknown","UK_V2_2022","UK_NDB_1","914","22B","291.0","1210.0","50.0","3.8","6.25","23.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.8","8.21","9.05","0.31","2.49","0.09","74.0","0.0","0.0","0.0","0.0","0.0","0.0","0.57","1.01","0.15","7.2","3.8","11.1","0.0","0.1","0.5","0.5","0.0","1.2","4.0","1520.0","350.0","7.0","21.0","180.0","0.6","0.2","0.4","0.05","1.8","2320.0","7.0","0.01","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DEMA","Dextrins (maltodextrin)","Dextrins (maltodextrin)","UK_V2_2022","UK_NDB_1","20032","41A","375.0","1600.0","0.0","0.0","6.25","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DFS","Fat spread/margarine, brand/type unknown","Fat spread/margarine, brand/type unknown","UK_V2_2022","UK_NDB_1","10040","21B","632.0","2600.0","24.6","0.0","6.25","0.2","0.4","0.0","0.0","0.0","0.4","0.0","0.4","0.0","0.0","0.0","0.0","0.4","0.0","70.0","19.8","31.78","2.9","8.38","0.14","10.0","687.0","680.0","7.0","676.0","0.0","800.0","7.5","0.0","0.07","0.0","0.0","0.0","0.0","15.9","0.0","0.1","1.0","0.0","0.0","580.0","17.0","10.0","1.0","9.0","0.0","0.0","0.0","0.0","0.0","1070.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DOCREX","Double cream extra thick","Double cream extra thick","UK_V2_2022","UK_NDB_1","6984","13B","232.0","957.0","66.0","0.5","6.38","2.9","2.4","0.0","0.0","0.0","2.4","0.0","2.4","0.0","0.0","0.0","0.0","2.4","0.0","23.5","15.25","5.31","0.18","0.4","0.82","74.0","435.0","384.0","0.0","384.0","0.0","499.0","0.34","0.02","0.17","0.1","0.6","0.7","1.0","0.8","0.1","0.3","7.0","0.3","2.0","29.0","100.0","95.0","8.0","81.0","0.1","0.0","0.1","0.01","0.3","80.0","35.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DOFIWI","Doughnut filled with cream","Cream doughnut","UK_V2_2022","UK_NDB_1","325","8D","331.0","1390.0","34.0","0.9","6.25","5.4","42.3","0.8","0.0","28.9","13.4","12.8","0.6","7.3","3.5","0.0","2.1","0.4","0.0","16.8","7.72","5.44","0.22","1.63","0.35","24.0","80.0","49.0","0.0","49.0","0.0","88.0","0.06","0.07","0.06","1.0","1.0","2.0","2.0","1.7","0.0","0.1","18.0","0.2","4.0","138.0","114.0","56.0","13.0","120.0","1.0","0.0","1.0","0.0","0.5","113.0","19.0","0.31","2.0","1.0","9.1","3.1","0.0","0.0","0.0","0.3","0.0","0.0","12.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DOKEME","Doner kebab (meat, pitta and salad)","Doner kebab (meat, pitta and salad)","UK_V2_2022","UK_NDB_1","1342","29R","238.0","996.0","53.4","2.1","6.08","12.8","17.9","1.1","0.0","16.3","1.6","0.0","1.6","0.6","0.5","0.0","0.5","0.0","0.0","13.3","6.25","4.93","0.25","0.65","1.08","39.0","0.0","9.0","0.0","9.0","0.0","1.0","0.25","0.2","0.14","3.2","2.7","5.9","6.9","0.4","0.2","0.8","29.0","0.6","2.0","111.0","262.0","63.0","20.0","123.0","1.5","0.3","1.2","0.09","1.9","179.0","8.0","0.21","3.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.29","0.0","0.0","0.0","14.29","0.0","41.27","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DOSTSQ","Double strength squash, no added sugar, not diluted","Double strength squash, no added sugar, not diluted","UK_V2_2022","UK_NDB_1","10231","58A","6.0","24.0","95.8","0.0","6.25","0.0","1.5","0.0","0.0","0.0","1.5","1.5","0.0","0.2","0.8","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","378.0","0.0","378.0","0.0","63.0","0.0","0.0","0.0","0.0","0.0","0.0","28.0","0.0","0.0","0.0","4.0","0.0","0.0","160.0","56.0","12.0","2.0","4.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.2","0.0","0.3","0.0","0.0","1.5","0.0","0.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DRBLBI","Dried blueberries / bilberries","Dried blueberries / bilberries","UK_V2_2022","UK_NDB_1","8788","40R","188.0","800.0","11.9","0.6","6.25","3.8","43.1","11.3","0.0","0.0","43.1","0.0","43.1","20.3","20.3","2.5","0.0","0.0","0.0","1.3","0.0","0.63","0.31","0.31","0.0","0.0","0.0","188.0","0.0","188.0","0.0","31.0","0.0","0.19","0.19","2.5","0.6","3.1","106.3","15.0","0.6","0.0","38.0","1.9","6.0","19.0","550.0","75.0","31.0","88.0","3.1","0.0","3.1","0.5","1.3","31.0","31.0","1.88","1.0","9.4","0.0","0.0","0.0","0.0","43.1","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DRCH00","Drinking chocolate powder, not instant","Drinking chocolate powder, not instant","UK_V2_2022","UK_NDB_1","2309","50A","387.0","1642.0","2.1","1.2","5.3","6.2","82.7","4.8","0.0","0.0","82.7","82.7","0.0","0.0","0.0","80.5","0.0","0.0","2.2","5.8","3.41","1.81","0.02","0.28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.06","0.6","1.2","1.8","0.0","0.4","0.0","0.4","7.0","0.3","9.0","228.0","495.0","39.0","132.0","193.0","3.5","0.0","3.5","3.69","5.6","107.0","165.0","1.0","5.0","6.3","82.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","82.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DRCHPO","Drinking chocolate powder, instant","Drinking chocolate powder, instant","UK_V2_2022","UK_NDB_1","2632","50A","396.0","1676.0","2.1","1.4","6.25","8.7","74.1","2.9","0.0","9.4","64.7","1.2","63.6","1.2","0.0","0.0","0.0","63.6","0.0","9.2","6.54","2.11","0.0","0.18","0.0","0.0","0.0","20.0","0.0","20.0","0.0","3.0","0.0","0.06","0.04","0.6","1.2","1.8","0.0","0.1","0.0","0.0","10.0","0.6","3.0","560.0","410.0","33.0","150.0","190.0","2.4","0.0","2.4","1.1","1.9","290.0","10.0","0.5","3.0","2.8","31.3","25.9","0.0","0.0","0.0","0.0","0.0","0.0","57.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DRFR00","Dried fruit salad, stewed","Dried fruit salad, stewed","UK_V2_2022","UK_NDB_1","2033","40R","107.0","456.0","58.3","0.3","6.25","1.6","25.8","3.3","0.0","0.0","25.8","20.5","5.3","9.6","6.9","9.4","0.0","0.0","0.0","0.4","0.1","0.11","0.03","0.07","0.0","0.0","0.0","137.0","4.0","124.0","20.0","23.0","0.0","0.02","0.06","0.8","0.3","1.1","0.0","0.9","0.1","0.0","1.0","0.2","1.0","15.0","530.0","50.0","25.0","45.0","2.0","0.0","2.0","0.16","0.3","27.0","4.0","0.23","2.0","3.6","13.4","0.0","0.0","0.0","0.0","0.0","12.4","0.0","13.4","0.0","41.26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DRFRSA","Dried fruit salad","Dried fruit salad","UK_V2_2022","UK_NDB_1","2032","40R","191.0","815.0","21.0","0.6","6.25","3.4","45.2","6.9","0.0","0.0","45.2","20.3","24.9","18.5","13.2","13.4","0.0","0.0","0.0","0.9","0.22","0.26","0.06","0.19","0.0","0.0","0.0","302.0","10.0","272.0","50.0","50.0","0.0","0.05","0.16","2.4","0.5","3.0","0.5","2.4","0.2","0.0","10.0","0.5","1.0","24.0","1078.0","99.0","51.0","94.0","4.3","0.0","4.3","0.36","0.6","53.0","8.0","0.48","4.0","7.1","0.0","0.0","0.0","0.0","40.6","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DRFS","Soft spread/margarine, value, basics, saver range","Soft spread/margarine, value, basics, saver range","UK_V2_2022","UK_NDB_1","7775","21B","411.0","1689.0","37.4","0.0","6.25","0.1","0.9","0.3","0.0","0.7","0.2","0.0","0.2","0.0","0.0","0.0","0.0","0.2","0.0","45.2","10.75","22.64","3.13","8.46","0.19","5.0","714.0","814.0","13.0","808.0","0.0","850.0","7.5","0.0","0.07","0.0","0.0","0.0","0.0","20.0","0.0","0.1","1.0","0.0","0.0","520.0","43.0","14.0","2.0","12.0","0.0","0.0","0.0","0.0","0.1","979.0","15.0","0.0","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DRGOBE","Dried goji berries/wolfberries, pureed","Dried goji berries/wolfberries, pureed","UK_V2_2022","UK_NDB_1","11378","40R","243.0","1036.0","14.5","2.1","6.25","13.3","47.6","13.7","0.0","20.8","26.8","13.4","13.4","13.4","13.4","0.0","0.0","0.0","0.0","1.3","0.5","0.2","0.02","0.06","0.0","0.0","0.0","1570.0","0.0","1570.0","0.0","262.0","0.0","0.48","1.3","2.9","0.4","3.3","159.0","0.7","0.3","0.1","10.0","0.1","2.0","424.0","1180.0","19.0","35.0","240.0","7.5","0.0","7.5","0.4","2.0","500.0","1.0","0.3","50.0","13.7","0.0","0.0","0.0","0.0","0.0","26.8","0.0","0.0","26.8","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DRPE","Dried peaches","Dried peaches","UK_V2_2022","UK_NDB_1","2103","40R","219.0","936.0","15.5","0.5","6.25","3.4","53.0","7.3","0.0","0.0","53.0","26.5","26.5","7.9","7.9","37.1","0.0","0.0","0.0","0.8","0.08","0.24","0.0","0.42","0.0","0.0","0.0","445.0","0.0","345.0","200.0","74.0","0.0","0.0","0.19","5.3","0.7","6.0","0.0","3.5","0.1","0.0","14.0","0.3","0.0","6.0","1100.0","36.0","54.0","120.0","6.8","0.0","6.8","0.63","0.8","11.0","23.0","0.8","8.0","7.3","0.0","0.0","0.0","0.0","53.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DRREFR","Dried red fruits (e.g. redcurrants)","Dried red fruits (e.g. redcurrants)","UK_V2_2022","UK_NDB_1","8077","40R","322.0","1367.0","7.3","0.8","6.25","4.8","77.3","13.3","0.0","31.1","46.2","23.1","23.1","22.9","21.8","1.4","0.0","0.0","0.0","1.6","0.17","0.3","0.52","0.52","0.0","0.0","0.0","101.0","5.0","98.0","0.0","17.0","0.0","0.21","0.23","2.7","1.1","3.7","216.4","3.2","0.3","0.0","113.0","1.9","10.0","0.0","1109.0","80.0","82.0","156.0","2.7","0.0","2.7","0.52","1.2","79.0","36.0","1.53","1.0","12.6","0.0","0.0","0.0","0.0","46.2","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DRSKMI","Dried skimmed milk powder","Dried skimmed milk powder","UK_V2_2022","UK_NDB_1","8149","13R","348.0","1482.0","3.0","5.7","6.38","36.1","52.9","0.0","0.0","0.0","52.9","0.0","52.9","0.0","0.0","0.0","0.0","52.9","0.0","0.6","0.4","0.2","0.0","0.0","0.0","12.0","350.0","5.0","0.0","5.0","0.0","351.0","2.1","0.38","1.63","1.0","8.6","9.6","13.0","0.3","0.6","2.6","51.0","3.3","20.0","550.0","1590.0","1280.0","130.0","970.0","0.3","0.0","0.3","0.0","4.0","1070.0","150.0","0.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DRTOMA","Dream topping, made up with milk","Dream topping, made up with milk","UK_V2_2022","UK_NDB_1","7720","13B","164.0","683.0","71.3","0.6","6.38","4.0","11.5","0.0","0.0","2.0","9.5","4.7","4.8","0.0","0.0","4.4","0.2","4.8","0.0","11.6","10.45","0.42","0.01","0.13","0.06","6.0","14.0","6.0","0.0","6.0","0.0","15.0","0.0","0.03","0.24","0.1","0.8","0.9","1.6","0.3","0.1","0.8","6.0","1.2","5.0","60.0","137.0","100.0","9.0","95.0","0.1","0.0","0.1","0.03","0.4","72.0","22.0","0.0","1.0","0.1","4.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DRTOPO","Dream topping powder (not made up)","Dream topping powder (not made up)","UK_V2_2022","UK_NDB_1","631","13B","626.0","2603.0","1.4","0.9","6.38","6.0","39.8","0.0","0.0","9.9","29.9","22.9","7.0","0.0","0.0","21.5","1.2","7.0","0.2","50.4","46.9","0.57","0.0","0.42","0.01","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.25","0.0","1.1","1.1","0.0","1.2","0.0","0.8","0.0","2.8","14.0","130.0","63.0","23.0","6.0","95.0","0.5","0.0","0.5","0.13","0.3","15.0","0.0","0.0","3.0","0.4","21.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DRWHEG","Dried whole egg","Dried whole egg","UK_V2_2022","UK_NDB_1","752","16D","568.0","2362.0","4.0","7.7","6.25","48.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","41.6","11.9","17.59","0.13","4.37","0.51","1500.0","730.0","0.0","0.0","0.0","0.0","730.0","6.75","0.31","1.81","0.3","14.2","14.5","0.0","4.3","0.5","7.2","190.0","6.9","69.0","540.0","500.0","220.0","46.0","770.0","7.3","0.0","7.3","0.31","5.0","620.0","200.0","0.1","42.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19DUINPL","Duck in plum sauce, ready meal, with rice","Duck in plum sauce, ready meal, with rice","UK_V2_2022","UK_NDB_1","2736","32A","145.0","609.0","63.8","1.6","6.25","10.0","14.9","0.6","0.0","4.7","10.2","8.4","1.9","1.1","0.8","8.2","0.0","0.0","0.0","5.4","1.6","2.72","0.08","0.66","0.05","50.0","11.0","889.0","264.0","757.0","0.0","159.0","0.06","0.13","0.23","2.3","2.4","4.7","1.7","0.2","0.2","1.2","8.0","0.9","2.0","300.0","195.0","14.0","12.0","100.0","1.3","0.5","0.9","0.18","1.2","380.0","3.0","0.1","22.0","0.6","7.9","0.2","0.0","0.0","0.0","0.2","0.1","0.2","8.5","9.02","0.0","2.98","0.0","0.0","0.0","0.0","3.67","0.0","0.0","10.67","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19dump","Dumpling","Dumplings (containing suet/vegetable suet)","UK_V2_2022","UK_NDB_1","5386","1R","240.0","1013.0","46.3","0.7","6.01","4.1","36.8","1.5","0.0","36.6","0.3","0.0","0.3","0.0","0.0","0.2","0.0","0.0","0.0","9.6","2.38","2.75","0.66","3.54","0.0","0.0","141.0","108.0","1.0","107.0","0.0","159.0","1.49","0.09","0.02","0.8","0.9","1.6","0.0","7.8","1.1","1.0","63.0","0.1","1.0","733.0","83.0","63.0","11.0","201.0","0.8","0.0","0.8","0.07","0.4","851.0","3.0","0.31","2.0","1.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
